count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,dayofweek,hour
3.04452243772342,1,0,0,2,15.58,19.695,76,15.0013,2011,1,2,6,9
3.98898404656427,1,0,0,2,14.76,17.425,81,15.0013,2011,1,2,6,10
4.26267987704132,1,0,0,2,14.76,16.665,71,16.9979,2011,1,2,6,11
4.54329478227,1,0,0,2,14.76,16.665,66,19.9995,2011,1,2,6,12
4.33073334028633,1,0,0,2,14.76,17.425,66,8.9981,2011,1,2,6,13
4.0943445622221,1,0,0,3,14.76,17.425,76,12.998,2011,1,2,6,14
4.31748811353631,1,0,0,3,13.94,16.665,81,11.0014,2011,1,2,6,15
4.34380542185368,1,0,0,3,13.94,16.665,71,11.0014,2011,1,2,6,16
4.18965474202643,1,0,0,1,13.94,16.665,57,12.998,2011,1,2,6,17
3.98898404656427,1,0,0,2,14.76,16.665,46,22.0028,2011,1,2,6,18
3.43398720448515,1,0,0,1,13.12,14.395,42,30.0026,2011,1,2,6,19
3.13549421592915,1,0,0,1,12.3,13.635,39,23.9994,2011,1,2,6,20
3.46573590279973,1,0,0,1,10.66,11.365,44,22.0028,2011,1,2,6,21
2.30258509299405,1,0,0,1,9.84,10.605,44,19.9995,2011,1,2,6,22
2.19722457733622,1,0,0,1,9.02,11.365,47,11.0014,2011,1,2,6,23
1.79175946922806,1,0,1,1,9.02,9.85,44,23.9994,2011,1,3,0,0
1.09861228866811,1,0,1,1,8.2,8.335,44,27.9993,2011,1,3,0,1
0.693147180559945,1,0,1,1,6.56,6.82,47,26.0027,2011,1,3,0,4
1.38629436111989,1,0,1,1,6.56,6.82,47,19.0012,2011,1,3,0,5
3.43398720448515,1,0,1,1,5.74,5.305,50,26.0027,2011,1,3,0,6
4.17438726989564,1,0,1,1,5.74,6.82,50,12.998,2011,1,3,0,7
5.04342511691925,1,0,1,1,5.74,6.06,50,19.0012,2011,1,3,0,8
4.48863636973214,1,0,1,1,6.56,6.82,43,26.0027,2011,1,3,0,9
3.80666248977032,1,0,1,1,7.38,8.335,43,16.9979,2011,1,3,0,10
3.95124371858143,1,0,1,1,8.2,9.09,40,22.0028,2011,1,3,0,11
4.12713438504509,1,0,1,1,9.02,10.605,35,19.9995,2011,1,3,0,12
4.12713438504509,1,0,1,1,9.84,10.605,35,19.0012,2011,1,3,0,13
4.35670882668959,1,0,1,1,10.66,12.12,30,19.0012,2011,1,3,0,14
4.29045944114839,1,0,1,1,10.66,12.12,30,16.9979,2011,1,3,0,15
4.34380542185368,1,0,1,1,10.66,12.12,30,16.9979,2011,1,3,0,16
5.06259503302697,1,0,1,1,9.84,11.365,30,15.0013,2011,1,3,0,17
5.06259503302697,1,0,1,1,9.84,12.88,32,7.0015,2011,1,3,0,18
4.70953020131233,1,0,1,1,8.2,12.88,47,0,2011,1,3,0,19
3.97029191355212,1,0,1,1,8.2,11.365,47,7.0015,2011,1,3,0,20
3.97029191355212,1,0,1,1,7.38,9.85,64,8.9981,2011,1,3,0,21
3.04452243772342,1,0,1,1,5.74,7.575,69,8.9981,2011,1,3,0,22
2.56494935746154,1,0,1,1,7.38,10.605,55,7.0015,2011,1,3,0,23
1.79175946922806,1,0,1,1,6.56,9.09,55,7.0015,2011,1,4,1,0
1.09861228866811,1,0,1,1,6.56,9.09,59,7.0015,2011,1,4,1,1
0.693147180559945,1,0,1,1,5.74,7.575,63,8.9981,2011,1,4,1,2
1.09861228866811,1,0,1,1,5.74,9.09,63,6.0032,2011,1,4,1,4
1.6094379124341,1,0,1,1,4.92,7.575,68,7.0015,2011,1,4,1,5
3.61091791264422,1,0,1,1,4.92,7.575,74,7.0015,2011,1,4,1,6
4.55387689160054,1,0,1,1,4.92,7.575,74,8.9981,2011,1,4,1,7
5.19295685089021,1,0,1,1,5.74,7.575,69,11.0014,2011,1,4,1,8
4.61512051684126,1,0,1,1,6.56,7.575,64,15.0013,2011,1,4,1,9
3.76120011569356,1,0,1,2,6.56,6.82,69,22.0028,2011,1,4,1,10
4.06044301054642,1,0,1,1,9.02,10.605,51,19.9995,2011,1,4,1,11
4.36944785246702,1,0,1,1,9.02,11.365,51,11.0014,2011,1,4,1,12
4.58496747867057,1,0,1,1,9.84,11.365,56,12.998,2011,1,4,1,13
4.15888308335967,1,0,1,1,10.66,12.88,52,15.0013,2011,1,4,1,14
4.18965474202643,1,0,1,1,11.48,13.635,52,16.9979,2011,1,4,1,15
4.43081679884331,1,0,1,1,12.3,14.395,49,16.9979,2011,1,4,1,16
5.36129216570943,1,0,1,1,11.48,13.635,48,15.0013,2011,1,4,1,17
5.20948615284142,1,0,1,1,10.66,12.88,48,12.998,2011,1,4,1,18
4.72738781871234,1,0,1,1,9.84,12.88,48,7.0015,2011,1,4,1,19
4.00733318523247,1,0,1,1,9.84,12.88,48,7.0015,2011,1,4,1,20
3.89182029811063,1,0,1,1,9.02,13.635,64,0,2011,1,4,1,21
3.58351893845611,1,0,1,1,9.02,12.88,64,6.0032,2011,1,4,1,22
2.484906649788,1,0,1,1,8.2,11.365,69,6.0032,2011,1,4,1,23
1.94591014905531,1,0,1,1,8.2,12.88,64,0,2011,1,5,2,0
1.94591014905531,1,0,1,1,6.56,9.85,74,6.0032,2011,1,5,2,1
1.09861228866811,1,0,1,1,6.56,9.85,74,6.0032,2011,1,5,2,2
1.09861228866811,1,0,1,1,9.84,11.365,48,15.0013,2011,1,5,2,4
1.38629436111989,1,0,1,1,9.02,11.365,47,11.0014,2011,1,5,2,5
3.52636052461616,1,0,1,1,8.2,9.85,47,15.0013,2011,1,5,2,6
4.48863636973214,1,0,1,1,7.38,9.09,43,12.998,2011,1,5,2,7
5.27811465923052,1,0,1,1,8.2,9.09,40,19.9995,2011,1,5,2,8
4.75359019110636,1,0,1,1,9.02,9.85,37,22.0028,2011,1,5,2,9
4.06044301054642,1,0,1,1,9.02,9.85,37,22.0028,2011,1,5,2,10
3.85014760171006,1,0,1,1,10.66,11.365,33,22.0028,2011,1,5,2,11
4.38202663467388,1,0,1,1,10.66,11.365,33,22.0028,2011,1,5,2,12
4.27666611901606,1,0,1,1,11.48,12.88,30,19.9995,2011,1,5,2,13
4.14313472639153,1,0,1,1,12.3,14.395,28,12.998,2011,1,5,2,14
4.14313472639153,1,0,1,1,12.3,14.395,28,12.998,2011,1,5,2,15
4.49980967033027,1,0,1,1,12.3,15.91,28,6.0032,2011,1,5,2,16
5.25227342804663,1,0,1,1,9.84,11.365,38,12.998,2011,1,5,2,17
5.13579843705026,1,0,1,1,9.84,12.12,38,8.9981,2011,1,5,2,18
4.89034912822175,1,0,1,1,9.84,12.88,38,7.0015,2011,1,5,2,19
4.49980967033027,1,0,1,1,9.02,11.365,47,11.0014,2011,1,5,2,20
3.78418963391826,1,0,1,1,8.2,9.85,51,12.998,2011,1,5,2,21
3.76120011569356,1,0,1,1,7.38,9.85,55,8.9981,2011,1,5,2,22
2.99573227355399,1,0,1,1,8.2,12.88,47,0,2011,1,5,2,23
2.484906649788,1,0,1,1,7.38,12.12,55,0,2011,1,6,3,0
1.6094379124341,1,0,1,1,6.56,11.365,64,0,2011,1,6,3,1
1.09861228866811,1,0,1,1,6.56,11.365,64,0,2011,1,6,3,2
0.693147180559945,1,0,1,2,6.56,9.85,64,6.0032,2011,1,6,3,4
1.6094379124341,1,0,1,2,5.74,9.09,69,6.0032,2011,1,6,3,5
3.61091791264422,1,0,1,2,5.74,8.335,63,7.0015,2011,1,6,3,6
4.56434819146784,1,0,1,2,6.56,11.365,59,0,2011,1,6,3,7
5.39362754635236,1,0,1,1,6.56,11.365,59,0,2011,1,6,3,8
4.81218435537242,1,0,1,2,7.38,12.12,51,0,2011,1,6,3,9
3.8286413964891,1,0,1,1,8.2,12.88,47,0,2011,1,6,3,10
4.0943445622221,1,0,1,1,9.02,12.88,44,6.0032,2011,1,6,3,11
4.44265125649032,1,0,1,1,10.66,14.395,35,0,2011,1,6,3,12
4.21950770517611,1,0,1,1,10.66,13.635,35,7.0015,2011,1,6,3,13
4.26267987704132,1,0,1,1,11.48,13.635,36,11.0014,2011,1,6,3,14
4.14313472639153,1,0,1,1,11.48,13.635,36,0,2011,1,6,3,15
4.46590811865458,1,0,1,1,10.66,12.88,38,11.0014,2011,1,6,3,16
5.15329159449778,1,0,1,1,9.02,11.365,51,11.0014,2011,1,6,3,17
5.0998664278242,1,0,1,1,9.02,11.365,51,8.9981,2011,1,6,3,18
4.72738781871234,1,0,1,1,9.02,12.88,55,6.0032,2011,1,6,3,19
4.24849524204936,1,0,1,1,8.2,10.605,51,11.0014,2011,1,6,3,20
3.89182029811063,1,0,1,2,9.02,10.605,55,15.0013,2011,1,6,3,21
3.97029191355212,1,0,1,2,9.02,10.605,51,19.0012,2011,1,6,3,22
3.17805383034795,1,0,1,2,8.2,9.85,59,12.998,2011,1,6,3,23
2.89037175789616,1,0,1,2,8.2,9.85,64,12.998,2011,1,7,4,0
2.07944154167984,1,0,1,2,8.2,9.85,69,15.0013,2011,1,7,4,1
0.693147180559945,1,0,1,2,8.2,9.85,69,15.0013,2011,1,7,4,2
0.693147180559945,1,0,1,2,8.2,10.605,69,8.9981,2011,1,7,4,4
1.79175946922806,1,0,1,3,9.02,13.635,55,0,2011,1,7,4,5
3.55534806148941,1,0,1,2,8.2,12.88,69,0,2011,1,7,4,6
4.44265125649032,1,0,1,1,8.2,10.605,69,8.9981,2011,1,7,4,7
5.35185813347607,1,0,1,1,8.2,9.85,51,16.9979,2011,1,7,4,8
4.90527477843843,1,0,1,1,8.2,9.09,47,19.9995,2011,1,7,4,9
4.15888308335967,1,0,1,1,9.02,9.85,37,22.0028,2011,1,7,4,10
4.21950770517611,1,0,1,2,8.2,9.85,40,15.0013,2011,1,7,4,11
4.0943445622221,1,0,1,2,8.2,9.85,37,16.9979,2011,1,7,4,12
4.30406509320417,1,0,1,2,8.2,9.09,37,19.0012,2011,1,7,4,13
3.93182563272433,1,0,1,2,8.2,9.85,40,16.9979,2011,1,7,4,14
4.29045944114839,1,0,1,2,8.2,10.605,37,11.0014,2011,1,7,4,15
4.47733681447821,1,0,1,2,8.2,10.605,37,11.0014,2011,1,7,4,16
5.23644196282995,1,0,1,2,8.2,12.88,37,0,2011,1,7,4,17
4.82028156560504,1,0,1,1,8.2,11.365,40,6.0032,2011,1,7,4,18
4.56434819146784,1,0,1,1,6.56,9.85,55,6.0032,2011,1,7,4,19
3.95124371858143,1,0,1,1,7.38,10.605,47,7.0015,2011,1,7,4,20
3.68887945411394,1,0,1,1,7.38,9.85,47,8.9981,2011,1,7,4,21
3.61091791264422,1,0,1,2,7.38,9.85,43,11.0014,2011,1,7,4,22
2.77258872223978,1,0,1,2,7.38,9.85,51,11.0014,2011,1,7,4,23
3.25809653802148,1,0,0,2,7.38,9.85,51,11.0014,2011,1,8,5,0
2.83321334405622,1,0,0,2,7.38,10.605,55,6.0032,2011,1,8,5,1
2.83321334405622,1,0,0,2,7.38,12.12,55,0,2011,1,8,5,2
2.07944154167984,1,0,0,3,7.38,9.85,55,11.0014,2011,1,8,5,3
0.693147180559945,1,0,0,3,7.38,9.85,55,11.0014,2011,1,8,5,4
1.79175946922806,1,0,0,2,6.56,8.335,74,11.0014,2011,1,8,5,5
1.09861228866811,1,0,0,2,6.56,8.335,74,11.0014,2011,1,8,5,6
2.30258509299405,1,0,0,2,6.56,9.09,74,7.0015,2011,1,8,5,7
2.77258872223978,1,0,0,3,6.56,9.09,93,7.0015,2011,1,8,5,8
3.04452243772342,1,0,0,3,6.56,9.09,93,7.0015,2011,1,8,5,9
4.12713438504509,1,0,0,2,7.38,9.85,80,11.0014,2011,1,8,5,10
4.14313472639153,1,0,0,2,8.2,9.09,69,26.0027,2011,1,8,5,11
4.59511985013459,1,0,0,2,8.2,9.09,59,23.9994,2011,1,8,5,12
4.63472898822964,1,0,0,1,8.2,9.09,44,22.0028,2011,1,8,5,13
4.56434819146784,1,0,0,1,8.2,8.335,32,32.9975,2011,1,8,5,14
4.31748811353631,1,0,0,1,8.2,8.335,32,30.0026,2011,1,8,5,15
4.34380542185368,1,0,0,1,7.38,6.82,29,30.0026,2011,1,8,5,16
4.24849524204936,1,0,0,1,6.56,6.06,37,36.9974,2011,1,8,5,17
4.02535169073515,1,0,0,1,5.74,6.06,39,19.9995,2011,1,8,5,18
3.43398720448515,1,0,0,1,5.74,6.06,36,16.9979,2011,1,8,5,19
3.36729582998647,1,0,0,1,4.92,6.06,36,16.9979,2011,1,8,5,20
3.63758615972639,1,0,0,1,4.92,5.305,39,23.9994,2011,1,8,5,21
3.55534806148941,1,0,0,1,4.92,5.305,36,26.0027,2011,1,8,5,22
3.13549421592915,1,0,0,1,4.1,3.03,39,30.0026,2011,1,8,5,23
3.25809653802148,1,0,0,1,4.1,3.79,42,26.0027,2011,1,9,6,0
2.56494935746154,1,0,0,1,4.1,3.03,42,31.0009,2011,1,9,6,1
2.484906649788,1,0,0,1,4.1,3.03,46,31.0009,2011,1,9,6,2
1.6094379124341,1,0,0,1,4.1,3.79,46,27.9993,2011,1,9,6,3
0.693147180559945,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,4
0.693147180559945,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,5
0.693147180559945,1,0,0,1,4.1,4.545,49,19.0012,2011,1,9,6,6
1.94591014905531,1,0,0,1,3.28,4.545,53,12.998,2011,1,9,6,7
2.39789527279837,1,0,0,1,4.1,4.545,49,19.0012,2011,1,9,6,8
2.99573227355399,1,0,0,1,4.92,3.79,46,35.0008,2011,1,9,6,9
3.91202300542815,1,0,0,1,5.74,5.305,43,26.0027,2011,1,9,6,10
3.91202300542815,1,0,0,1,6.56,6.06,40,35.0008,2011,1,9,6,11
4.43081679884331,1,0,0,1,7.38,6.82,37,30.0026,2011,1,9,6,12
4.33073334028633,1,0,0,1,8.2,8.335,34,30.0026,2011,1,9,6,13
4.29045944114839,1,0,0,1,9.02,9.09,32,31.0009,2011,1,9,6,14
4.4188406077966,1,0,0,1,9.02,9.85,35,23.9994,2011,1,9,6,15
4.53259949315326,1,0,0,1,8.2,8.335,34,30.0026,2011,1,9,6,16
4.14313472639153,1,0,0,1,7.38,7.575,37,26.0027,2011,1,9,6,17
3.89182029811063,1,0,0,1,6.56,6.82,40,22.0028,2011,1,9,6,18
3.73766961828337,1,0,0,1,6.56,6.82,43,22.0028,2011,1,9,6,19
3.66356164612965,1,0,0,1,5.74,6.06,46,16.9979,2011,1,9,6,20
3.04452243772342,1,0,0,1,5.74,5.305,46,27.9993,2011,1,9,6,21
2.77258872223978,1,0,0,1,5.74,6.06,46,19.9995,2011,1,9,6,22
1.94591014905531,1,0,0,1,4.92,6.82,50,12.998,2011,1,9,6,23
1.79175946922806,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,0
0.693147180559945,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,1
1.38629436111989,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,2
0.693147180559945,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,3
1.38629436111989,1,0,1,1,4.1,6.06,54,8.9981,2011,1,10,0,4
1.38629436111989,1,0,1,1,4.1,5.305,54,16.9979,2011,1,10,0,5
3.46573590279973,1,0,1,1,4.92,6.06,50,19.0012,2011,1,10,0,6
4.35670882668959,1,0,1,1,4.92,6.06,50,15.0013,2011,1,10,0,7
5.24174701505964,1,0,1,2,4.92,6.06,50,19.0012,2011,1,10,0,8
4.55387689160054,1,0,1,2,5.74,6.06,50,16.9979,2011,1,10,0,9
3.46573590279973,1,0,1,2,5.74,6.06,50,19.9995,2011,1,10,0,10
3.43398720448515,1,0,1,2,6.56,6.82,47,19.0012,2011,1,10,0,11
3.97029191355212,1,0,1,2,8.2,9.09,40,19.0012,2011,1,10,0,12
4.00733318523247,1,0,1,2,8.2,9.09,40,19.0012,2011,1,10,0,13
3.87120101090789,1,0,1,2,8.2,9.85,40,15.0013,2011,1,10,0,14
3.8286413964891,1,0,1,2,8.2,9.85,40,15.0013,2011,1,10,0,15
4.31748811353631,1,0,1,1,8.2,10.605,40,8.9981,2011,1,10,0,16
5.18738580584076,1,0,1,1,8.2,11.365,40,7.0015,2011,1,10,0,17
5.04985600724954,1,0,1,1,8.2,9.85,40,15.0013,2011,1,10,0,18
4.56434819146784,1,0,1,1,6.56,8.335,47,11.0014,2011,1,10,0,19
4.31748811353631,1,0,1,1,6.56,8.335,50,11.0014,2011,1,10,0,20
3.66356164612965,1,0,1,1,5.74,6.82,59,12.998,2011,1,10,0,21
3.2188758248682,1,0,1,1,5.74,7.575,59,11.0014,2011,1,10,0,22
2.94443897916644,1,0,1,1,5.74,7.575,59,11.0014,2011,1,10,0,23
2.56494935746154,1,0,1,1,5.74,8.335,59,7.0015,2011,1,11,1,0
1.38629436111989,1,0,1,1,5.74,7.575,59,11.0014,2011,1,11,1,1
1.38629436111989,1,0,1,2,6.56,7.575,55,12.998,2011,1,11,1,2
1.94591014905531,1,0,1,2,6.56,9.09,55,8.9981,2011,1,11,1,5
3.3322045101752,1,0,1,2,6.56,9.09,55,8.9981,2011,1,11,1,6
4.60517018598809,1,0,1,2,6.56,11.365,55,0,2011,1,11,1,7
5.38449506278909,1,0,1,2,7.38,10.605,51,6.0032,2011,1,11,1,8
4.87519732320115,1,0,1,2,7.38,9.85,51,11.0014,2011,1,11,1,9
4.00733318523247,1,0,1,2,8.2,10.605,51,11.0014,2011,1,11,1,10
3.58351893845611,1,0,1,2,8.2,10.605,47,8.9981,2011,1,11,1,11
4.06044301054642,1,0,1,2,8.2,11.365,51,7.0015,2011,1,11,1,12
3.97029191355212,1,0,1,2,8.2,11.365,59,6.0032,2011,1,11,1,13
4.15888308335967,1,0,1,2,8.2,11.365,59,6.0032,2011,1,11,1,14
3.87120101090789,1,0,1,2,6.56,9.85,80,6.0032,2011,1,11,1,15
4.34380542185368,1,0,1,2,6.56,7.575,86,15.0013,2011,1,11,1,16
4.91998092582813,1,0,1,2,6.56,7.575,86,15.0013,2011,1,11,1,17
4.56434819146784,1,0,1,3,6.56,9.09,93,7.0015,2011,1,11,1,18
3.95124371858143,1,0,1,3,6.56,11.365,93,0,2011,1,11,1,19
3.49650756146648,1,0,1,3,6.56,7.575,93,12.998,2011,1,11,1,20
3.04452243772342,1,0,1,3,6.56,9.85,86,6.0032,2011,1,11,1,21
3.40119738166216,1,0,1,3,6.56,9.09,93,7.0015,2011,1,11,1,22
2.99573227355399,1,0,1,3,6.56,9.85,93,6.0032,2011,1,11,1,23
2.07944154167984,1,0,1,2,6.56,9.85,86,6.0032,2011,1,12,2,0
1.94591014905531,1,0,1,2,6.56,9.09,86,7.0015,2011,1,12,2,1
0.693147180559945,1,0,1,1,5.74,7.575,86,8.9981,2011,1,12,2,2
1.79175946922806,1,0,1,1,5.74,7.575,86,11.0014,2011,1,12,2,5
2.83321334405622,1,0,1,1,4.92,7.575,93,8.9981,2011,1,12,2,6
4.00733318523247,1,0,1,1,5.74,7.575,69,8.9981,2011,1,12,2,7
4.85981240436167,1,0,1,1,6.56,8.335,59,11.0014,2011,1,12,2,8
4.40671924726425,1,0,1,1,6.56,6.82,59,22.0028,2011,1,12,2,9
3.68887945411394,1,0,1,1,7.38,9.09,55,15.0013,2011,1,12,2,10
3.58351893845611,1,0,1,1,8.2,9.09,51,26.0027,2011,1,12,2,11
4.02535169073515,1,0,1,1,8.2,7.575,47,39.0007,2011,1,12,2,12
3.91202300542815,1,0,1,1,9.02,9.85,44,23.9994,2011,1,12,2,13
3.80666248977032,1,0,1,1,8.2,9.09,47,22.0028,2011,1,12,2,14
3.91202300542815,1,0,1,1,8.2,8.335,47,27.9993,2011,1,12,2,15
4.23410650459726,1,0,1,1,9.02,9.85,44,22.0028,2011,1,12,2,16
4.9416424226093,1,0,1,1,8.2,9.09,47,23.9994,2011,1,12,2,17
4.92725368515721,1,0,1,1,8.2,7.575,47,35.0008,2011,1,12,2,18
4.43081679884331,1,0,1,1,7.38,7.575,47,27.9993,2011,1,12,2,19
4.04305126783455,1,0,1,1,6.56,6.82,50,22.0028,2011,1,12,2,20
4.06044301054642,1,0,1,1,6.56,6.82,55,22.0028,2011,1,12,2,21
3.52636052461616,1,0,1,1,6.56,6.06,55,30.0026,2011,1,12,2,22
3.04452243772342,1,0,1,1,5.74,5.305,59,27.9993,2011,1,12,2,23
2.07944154167984,1,0,1,1,5.74,6.06,59,19.0012,2011,1,13,3,0
1.09861228866811,1,0,1,1,5.74,6.06,50,19.0012,2011,1,13,3,1
1.09861228866811,1,0,1,1,5.74,6.06,50,23.9994,2011,1,13,3,2
1.38629436111989,1,0,1,1,5.74,6.06,50,22.0028,2011,1,13,3,3
1.6094379124341,1,0,1,1,5.74,6.06,50,16.9979,2011,1,13,3,4
1.38629436111989,1,0,1,1,5.74,6.06,50,19.9995,2011,1,13,3,5
3.36729582998647,1,0,1,1,4.92,7.575,54,8.9981,2011,1,13,3,6
4.29045944114839,1,0,1,1,4.92,7.575,54,8.9981,2011,1,13,3,7
5.31320597904179,1,0,1,1,5.74,6.82,50,12.998,2011,1,13,3,8
4.9416424226093,1,0,1,1,5.74,6.06,50,22.0028,2011,1,13,3,9
3.66356164612965,1,0,1,2,6.56,6.82,50,23.9994,2011,1,13,3,10
3.63758615972639,1,0,1,2,8.2,8.335,44,30.0026,2011,1,13,3,11
3.97029191355212,1,0,1,1,8.2,8.335,44,27.9993,2011,1,13,3,12
4.43081679884331,1,0,1,1,9.02,9.85,41,30.0026,2011,1,13,3,13
3.76120011569356,1,0,1,1,9.02,9.85,41,26.0027,2011,1,13,3,14
4.11087386417331,1,0,1,1,9.84,10.605,38,19.9995,2011,1,13,3,15
4.36944785246702,1,0,1,1,9.84,10.605,38,23.9994,2011,1,13,3,16
5.09375020080676,1,0,1,1,8.2,9.09,40,19.0012,2011,1,13,3,17
4.97673374242057,1,0,1,1,8.2,9.09,40,22.0028,2011,1,13,3,18
4.60517018598809,1,0,1,1,6.56,7.575,47,16.9979,2011,1,13,3,19
4.17438726989564,1,0,1,1,6.56,7.575,47,15.0013,2011,1,13,3,20
3.71357206670431,1,0,1,1,5.74,6.06,46,19.9995,2011,1,13,3,21
3.43398720448515,1,0,1,1,5.74,6.06,46,22.0028,2011,1,13,3,22
2.77258872223978,1,0,1,1,4.92,6.82,50,12.998,2011,1,13,3,23
2.70805020110221,1,0,1,1,4.92,6.82,50,12.998,2011,1,14,4,0
1.79175946922806,1,0,1,1,4.1,6.06,54,11.0014,2011,1,14,4,1
0.693147180559945,1,0,1,1,4.1,6.06,54,8.9981,2011,1,14,4,2
0.693147180559945,1,0,1,1,4.1,6.82,54,7.0015,2011,1,14,4,3
2.19722457733622,1,0,1,1,4.1,6.82,54,6.0032,2011,1,14,4,5
2.89037175789616,1,0,1,1,4.1,9.09,54,0,2011,1,14,4,6
4.26267987704132,1,0,1,1,4.1,6.06,74,11.0014,2011,1,14,4,7
5.06890420222023,1,0,1,1,4.92,8.335,68,0,2011,1,14,4,8
4.77068462446567,1,0,1,1,5.74,7.575,69,8.9981,2011,1,14,4,9
3.80666248977032,1,0,1,1,7.38,9.09,55,12.998,2011,1,14,4,10
3.98898404656427,1,0,1,1,7.38,8.335,51,19.0012,2011,1,14,4,11
4.12713438504509,1,0,1,1,8.2,9.85,44,16.9979,2011,1,14,4,12
4.35670882668959,1,0,1,1,9.02,9.85,37,26.0027,2011,1,14,4,13
4.17438726989564,1,0,1,1,9.02,10.605,41,19.0012,2011,1,14,4,14
4.23410650459726,1,0,1,1,9.84,12.12,38,11.0014,2011,1,14,4,15
4.51085950651685,1,0,1,1,9.02,12.12,41,7.0015,2011,1,14,4,16
5.07517381523383,1,0,1,1,9.02,11.365,41,11.0014,2011,1,14,4,17
4.9416424226093,1,0,1,1,8.2,12.88,47,0,2011,1,14,4,18
4.53259949315326,1,0,1,1,6.56,9.85,59,6.0032,2011,1,14,4,19
4.23410650459726,1,0,1,1,7.38,12.12,59,0,2011,1,14,4,20
3.97029191355212,1,0,1,1,6.56,11.365,69,0,2011,1,14,4,21
3.61091791264422,1,0,1,2,6.56,11.365,69,0,2011,1,14,4,22
3.3322045101752,1,0,1,2,7.38,12.12,55,0,2011,1,14,4,23
3.36729582998647,1,0,0,1,7.38,12.12,55,0,2011,1,15,5,0
3.04452243772342,1,0,0,2,6.56,9.85,59,6.0032,2011,1,15,5,1
2.56494935746154,1,0,0,2,6.56,9.85,59,6.0032,2011,1,15,5,2
2.19722457733622,1,0,0,2,6.56,11.365,59,0,2011,1,15,5,3
1.79175946922806,1,0,0,2,6.56,11.365,59,0,2011,1,15,5,4
0.693147180559945,1,0,0,1,6.56,11.365,59,0,2011,1,15,5,5
1.38629436111989,1,0,0,1,5.74,8.335,63,7.0015,2011,1,15,5,6
2.39789527279837,1,0,0,1,5.74,10.605,63,0,2011,1,15,5,7
3.17805383034795,1,0,0,1,5.74,7.575,63,8.9981,2011,1,15,5,8
3.52636052461616,1,0,0,1,6.56,9.09,64,8.9981,2011,1,15,5,9
